Year,Year ending,Offence Division,Offence Subdivision,Offence Subgroup,Offence Count,"Rate per 100,000 population"
2019,March,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,89,1.4
2019,March,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,"18,406",281.6
2019,March,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,"54,865",839.3
2019,March,B Property and deception offences,B40 Theft,B43 Steal from a retail store,"23,928",366.0
2019,March,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,"6,623",101.3
2019,March,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,"17,879",273.5
2019,March,B Property and deception offences,B40 Theft,B46 Fare evasion,129,2.0
2019,March,B Property and deception offences,B40 Theft,B49 Other theft,"47,910",732.9
2019,March,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,"3,211",49.1
2019,March,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,19,0.3
2019,March,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,"31,742",485.6
2019,March,B Property and deception offences,B50 Deception,B54 State false information,"1,023",15.6
2019,March,B Property and deception offences,B50 Deception,B55 Deceptive business practices,18,0.3
2019,March,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,143,2.2
2019,March,B Property and deception offences,B50 Deception,B59 Other deception offences,382,5.8
2019,March,B Property and deception offences,B60 Bribery,B61 Bribery of officials,7,0.1
2019,March,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,113,1.7
2019,March,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,"4,697",71.8
2019,March,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,"1,130",17.3
2019,March,C Drug offences,C20 Cultivate or manufacture drugs,C22 Manufacture drugs,1,0.0
2019,March,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,305,4.7
2019,March,C Drug offences,C30 Drug use and possession,C31 Drug use,876,13.4
2019,March,C Drug offences,C30 Drug use and possession,C32 Drug possession,"25,144",384.6
2019,March,C Drug offences,C90 Other drug offences,C99 Other drug offences,95,1.5
2019,March,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,"4,836",74.0
2019,March,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,"10,900",166.7
2019,March,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,225,3.4
2019,March,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,"1,449",22.2
2019,March,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,"7,548",115.5
2019,March,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,"3,457",52.9
2019,March,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,863,13.2
2019,March,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,"1,793",27.4
2019,March,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,382,5.8
2019,March,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,81,1.2
2019,March,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,293,4.5
2019,March,D Public order and security offences,D30 Public nuisance offences,D33 Begging,231,3.5
2019,March,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,"3,105",47.5
2019,March,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,145,2.2
2019,March,D Public order and security offences,D40 Public security offences,D43 Hacking,57,0.9
2019,March,D Public order and security offences,D40 Public security offences,D44 Terrorism offences,4,0.1
2019,March,D Public order and security offences,D40 Public security offences,D49 Other public security offences,3,0.0
2019,March,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,154,2.4
2019,March,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,"8,447",129.2
2019,March,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,752,11.5
2019,March,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,926,14.2
2019,March,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,"2,369",36.2
2019,March,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,"43,516",665.7
2019,March,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,"3,692",56.5
2019,March,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,"15,020",229.8
2019,March,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,"1,406",21.5
2019,March,F Other offences,F10 Regulatory driving offences,F11 Drink driving,3,0.0
2019,March,F Other offences,F10 Regulatory driving offences,F14 Parking offences,1,0.0
2019,March,F Other offences,F10 Regulatory driving offences,F15 Licensing offences,1,0.0
2019,March,F Other offences,F10 Regulatory driving offences,F16 Registration and roadworthiness offences,1,0.0
2019,March,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,11,0.2
2019,March,F Other offences,F20 Transport regulation offences,F21 Public transport,418,6.4
2019,March,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,8,0.1
2019,March,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,149,2.3
2019,March,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,21,0.3
2019,March,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,30,0.5
2019,March,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,36,0.6
2019,March,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,300,4.6
2019,March,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,189,2.9
2019,March,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,14,0.2
2019,March,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,1,0.0
2019,March,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,50,0.8
2019,March,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,70,1.1
2019,March,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,52,0.8
2019,March,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,134,2.0
2019,March,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,190,2.9
2019,March,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,54,0.8
2019,March,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,55,0.8
2018,March,A Crimes against the person,A10 Homicide and related offences,A11 Murder,62,1.0
2018,March,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder,58,0.9
2018,March,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder,20,0.3
2018,March,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death,85,1.3
2018,March,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,"7,629",118.8
2018,March,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,"8,596",133.8
2018,March,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer","2,920",45.5
2018,March,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,"13,789",214.7
2018,March,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,"10,358",161.3
2018,March,A Crimes against the person,A30 Sexual offences,A31 Rape,"4,551",70.9
2018,March,A Crimes against the person,A30 Sexual offences,A32 Indecent assault,"7,144",111.2
2018,March,A Crimes against the person,A30 Sexual offences,A33 Incest,591,9.2
2018,March,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children,"1,856",28.9
2018,March,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences,782,12.2
2018,March,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,147,2.3
2018,March,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,569,8.9
2018,March,A Crimes against the person,A40 Abduction and related offences,A43 Slavery and sexual servitude offences,1,0.0
2018,March,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,"2,845",44.3
2018,March,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,382,5.9
2018,March,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,100,1.6
2018,March,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,69,1.1
2018,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,"1,295",20.2
2018,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,"1,162",18.1
2018,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,"1,537",23.9
2018,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,971,15.1
2018,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,"3,823",59.5
2018,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,"2,893",45.0
2018,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,984,15.3
2018,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,57,0.9
2018,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,"1,176",18.3
2018,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,"3,707",57.7
2018,March,B Property and deception offences,B10 Arson,B11 Cause damage by fire,"2,565",39.9
2018,March,B Property and deception offences,B10 Arson,B12 Cause a bushfire,61,0.9
2018,March,B Property and deception offences,B10 Arson,B19 Other fire related offences,583,9.1
2018,March,B Property and deception offences,B20 Property damage,B21 Criminal damage,"37,842",589.2
2018,March,B Property and deception offences,B20 Property damage,B22 Graffiti,"3,090",48.1
2018,March,B Property and deception offences,B20 Property damage,B29 Other property damage offences,468,7.3
2018,March,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,"3,489",54.3
2018,March,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,153,2.4
2018,March,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,4,0.1
2018,March,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,"27,382",426.3
2018,March,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,"14,019",218.3
2018,March,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,81,1.3
2018,March,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,"17,961",279.6
2018,March,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,"54,635",850.6
2018,March,B Property and deception offences,B40 Theft,B43 Steal from a retail store,"22,302",347.2
2018,March,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,"6,307",98.2
2018,March,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,"17,422",271.2
2018,March,B Property and deception offences,B40 Theft,B46 Fare evasion,100,1.6
2018,March,B Property and deception offences,B40 Theft,B49 Other theft,"45,335",705.8
2018,March,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,"3,221",50.1
2018,March,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,14,0.2
2018,March,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,"28,623",445.6
2018,March,B Property and deception offences,B50 Deception,B54 State false information,970,15.1
2018,March,B Property and deception offences,B50 Deception,B55 Deceptive business practices,200,3.1
2018,March,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,189,2.9
2018,March,B Property and deception offences,B50 Deception,B59 Other deception offences,478,7.4
2018,March,B Property and deception offences,B60 Bribery,B61 Bribery of officials,9,0.1
2018,March,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,50,0.8
2018,March,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,"4,158",64.7
2018,March,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,937,14.6
2018,March,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,371,5.8
2018,March,C Drug offences,C30 Drug use and possession,C31 Drug use,"1,015",15.8
2018,March,C Drug offences,C30 Drug use and possession,C32 Drug possession,"22,034",343.0
2018,March,C Drug offences,C90 Other drug offences,C99 Other drug offences,65,1.0
2018,March,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,"4,421",68.8
2018,March,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,"10,006",155.8
2018,March,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,262,4.1
2018,March,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,"1,364",21.2
2018,March,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,"7,961",123.9
2018,March,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,"3,930",61.2
2018,March,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,932,14.5
2018,March,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,"1,611",25.1
2018,March,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,263,4.1
2018,March,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,208,3.2
2018,March,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,425,6.6
2018,March,D Public order and security offences,D30 Public nuisance offences,D33 Begging,227,3.5
2018,March,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,"2,779",43.3
2018,March,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,169,2.6
2018,March,D Public order and security offences,D40 Public security offences,D41 Immigration offences,1,0.0
2018,March,D Public order and security offences,D40 Public security offences,D43 Hacking,86,1.3
2018,March,D Public order and security offences,D40 Public security offences,D44 Terrorism offences,44,0.7
2018,March,D Public order and security offences,D40 Public security offences,D49 Other public security offences,6,0.1
2018,March,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,126,2.0
2018,March,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,"8,650",134.7
2018,March,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,743,11.6
2018,March,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,871,13.6
2018,March,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,"1,846",28.7
2018,March,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,"38,846",604.8
2018,March,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,"3,284",51.1
2018,March,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,"13,989",217.8
2018,March,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,"1,064",16.6
2018,March,F Other offences,F10 Regulatory driving offences,F15 Licensing offences,2,0.0
2018,March,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,17,0.3
2018,March,F Other offences,F20 Transport regulation offences,F21 Public transport,379,5.9
2018,March,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,14,0.2
2018,March,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,92,1.4
2018,March,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,24,0.4
2018,March,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,48,0.7
2018,March,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,29,0.5
2018,March,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,215,3.3
2018,March,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,318,5.0
2018,March,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,20,0.3
2018,March,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,1,0.0
2018,March,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,65,1.0
2018,March,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,77,1.2
2018,March,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,75,1.2
2018,March,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,31,0.5
2018,March,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,180,2.8
2018,March,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,22,0.3
2018,March,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,62,1.0
2017,March,A Crimes against the person,A10 Homicide and related offences,A11 Murder,69,1.1
2017,March,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder,84,1.3
2017,March,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder,10,0.2
2017,March,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death,74,1.2
2017,March,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,"8,391",133.1
2017,March,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,"8,669",137.5
2017,March,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer","3,119",49.5
2017,March,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,"13,990",222.0
2017,March,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,"9,486",150.5
2017,March,A Crimes against the person,A30 Sexual offences,A31 Rape,"4,376",69.4
2017,March,A Crimes against the person,A30 Sexual offences,A32 Indecent assault,"6,742",107.0
2017,March,A Crimes against the person,A30 Sexual offences,A33 Incest,459,7.3
2017,March,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children,"1,346",21.4
2017,March,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences,436,6.9
2017,March,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,203,3.2
2017,March,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,603,9.6
2017,March,A Crimes against the person,A40 Abduction and related offences,A43 Slavery and sexual servitude offences,1,0.0
2017,March,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,"2,891",45.9
2017,March,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,403,6.4
2017,March,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,147,2.3
2017,March,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,60,1.0
2017,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,"1,447",23.0
2017,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,"1,103",17.5
2017,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,"1,451",23.0
2017,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,822,13.0
2017,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,"4,048",64.2
2017,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,"3,011",47.8
2017,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,934,14.8
2017,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,56,0.9
2017,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,"1,208",19.2
2017,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,"3,895",61.8
2017,March,B Property and deception offences,B10 Arson,B11 Cause damage by fire,"2,989",47.4
2017,March,B Property and deception offences,B10 Arson,B12 Cause a bushfire,51,0.8
2017,March,B Property and deception offences,B10 Arson,B19 Other fire related offences,568,9.0
2017,March,B Property and deception offences,B20 Property damage,B21 Criminal damage,"39,310",623.7
2017,March,B Property and deception offences,B20 Property damage,B22 Graffiti,"3,255",51.6
2017,March,B Property and deception offences,B20 Property damage,B29 Other property damage offences,497,7.9
2017,March,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,"4,108",65.2
2017,March,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,171,2.7
2017,March,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,5,0.1
2017,March,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,"32,165",510.3
2017,March,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,"16,891",268.0
2017,March,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,105,1.7
2017,March,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,"23,617",374.7
2017,March,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,"67,215","1,066.5"
2017,March,B Property and deception offences,B40 Theft,B43 Steal from a retail store,"23,435",371.8
2017,March,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,"6,530",103.6
2017,March,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,"19,302",306.3
2017,March,B Property and deception offences,B40 Theft,B46 Fare evasion,138,2.2
2017,March,B Property and deception offences,B40 Theft,B49 Other theft,"48,362",767.3
2017,March,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,"3,244",51.5
2017,March,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,13,0.2
2017,March,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,"30,310",480.9
2017,March,B Property and deception offences,B50 Deception,B54 State false information,"1,286",20.4
2017,March,B Property and deception offences,B50 Deception,B55 Deceptive business practices,37,0.6
2017,March,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,102,1.6
2017,March,B Property and deception offences,B50 Deception,B59 Other deception offences,334,5.3
2017,March,B Property and deception offences,B60 Bribery,B61 Bribery of officials,22,0.3
2017,March,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,44,0.7
2017,March,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,"4,769",75.7
2017,March,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,904,14.3
2017,March,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,571,9.1
2017,March,C Drug offences,C30 Drug use and possession,C31 Drug use,"1,287",20.4
2017,March,C Drug offences,C30 Drug use and possession,C32 Drug possession,"23,285",369.5
2017,March,C Drug offences,C90 Other drug offences,C99 Other drug offences,52,0.8
2017,March,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,"4,753",75.4
2017,March,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,"10,822",171.7
2017,March,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,347,5.5
2017,March,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,"1,211",19.2
2017,March,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,"8,068",128.0
2017,March,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,"4,113",65.3
2017,March,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,936,14.9
2017,March,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,"1,856",29.4
2017,March,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,301,4.8
2017,March,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,108,1.7
2017,March,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,247,3.9
2017,March,D Public order and security offences,D30 Public nuisance offences,D33 Begging,86,1.4
2017,March,D Public order and security offences,D30 Public nuisance offences,D34 Defamation and libel,1,0.0
2017,March,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,"2,681",42.5
2017,March,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,147,2.3
2017,March,D Public order and security offences,D40 Public security offences,D41 Immigration offences,1,0.0
2017,March,D Public order and security offences,D40 Public security offences,D43 Hacking,66,1.0
2017,March,D Public order and security offences,D40 Public security offences,D49 Other public security offences,4,0.1
2017,March,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,225,3.6
2017,March,E Justice procedures offences,E10 Justice procedures,E12 Fail to appear,1,0.0
2017,March,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,"9,629",152.8
2017,March,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,733,11.6
2017,March,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,850,13.5
2017,March,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,"1,817",28.8
2017,March,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,"37,772",599.3
2017,March,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,"3,108",49.3
2017,March,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,"15,119",239.9
2017,March,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,991,15.7
2017,March,F Other offences,F10 Regulatory driving offences,F11 Drink driving,2,0.0
2017,March,F Other offences,F10 Regulatory driving offences,F15 Licensing offences,6,0.1
2017,March,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,6,0.1
2017,March,F Other offences,F20 Transport regulation offences,F21 Public transport,484,7.7
2017,March,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,7,0.1
2017,March,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,117,1.9
2017,March,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,32,0.5
2017,March,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,103,1.6
2017,March,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,28,0.4
2017,March,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,130,2.1
2017,March,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,140,2.2
2017,March,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,35,0.6
2017,March,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,7,0.1
2017,March,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,69,1.1
2017,March,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,67,1.1
2017,March,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,45,0.7
2017,March,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,60,1.0
2017,March,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,238,3.8
2017,March,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,18,0.3
2017,March,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,48,0.8
2016,March,A Crimes against the person,A10 Homicide and related offences,A11 Murder,54,0.9
2016,March,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder,49,0.8
2016,March,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder,11,0.2
2016,March,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death,81,1.3
2016,March,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,"8,483",137.4
2016,March,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,"8,471",137.2
2016,March,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer","2,863",46.4
2016,March,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,"12,148",196.8
2016,March,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,"8,545",138.4
2016,March,A Crimes against the person,A30 Sexual offences,A31 Rape,"4,150",67.2
2016,March,A Crimes against the person,A30 Sexual offences,A32 Indecent assault,"5,643",91.4
2016,March,A Crimes against the person,A30 Sexual offences,A33 Incest,409,6.6
2016,March,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children,"1,469",23.8
2016,March,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences,313,5.1
2016,March,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,207,3.4
